company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
bayart,Société Bayart,,0,1,Empire (transversal),,Transports maritimes,,,,,,,,,,0,0,0,,
bernardwallaert,Société Bernard-Wallaert,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
berthet,Société Berthet,,0,1,Indochine,Indochine,"Bois, meubles, papier, allumettes",,,,,,,,,,0,0,0,,
bordelaiseindochinoise,"Société Bordelaise Indochinoise, puis Marcillac & Guiraut",,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Saïgon; Haïphong,,,,,,,,0,0,0,,
bozelmaletra,Société Bozel Malétra,,0,1,Tunisie,Tunisie,Mines,,,,,,,,,,0,0,0,,
bretonnecongo,Société Bretonne du Congo,,1,2,Afrique equatoriale francaise,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Banques et groupes financiers; Sociétés commerciales,,,,1900,1910,,,,"précédemment à Paris, 51, boulevard de Courcelles, a été transféré à Lille",0,0,0,,
brunschweiler,Société Brunschweiler,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
beninoisebrasserie,"Société Béninoise de Brasserie, puis Béninoise de Boissons gazeuses",SOBEBRA,1,1,Afrique occidentale francaise,Dahomey (Bénin),,,Cotonou,,1992,,,,,de ladite entreprise gardée par des dizaines de,0,0,0,,
caledoniennemines,Société Calédonienne des Mines,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,,1907,,,2.750.000 fr.,1907,Pilou par Pam,0,0,0,,
camerounaiseverrerie,Société Camerounaise de Verrerie,SOCAVER,1,1,Afrique equatoriale francaise,Cameroun,Industries,,Douala,S.A,1966,,1966-06-28,,,,0,0,0,,
centraleallumettes,Société Centrale des Allumettes,,1,1,Empire (transversal),,Groupes industriels transcoloniaux,,,,1896,1908,,1.200.000 francs,1897,"11, rue Louis-le-Grand [Paris]",0,0,0,,
charlesmieg,Société Charles Mieg,,0,1,Proche-Orient,Syrie-Liban,Sociétés diverses,,,,,,,,,,0,0,0,,
chimicolor,Société Chimicolor,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
chimiquechromenoumes,"Société Chimique du Chrome, Noumés",,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,,,,,,,,0,0,0,,
chineindochineimmobiliere,Société Chine-Indochine immobilière,,0,2,Indochine,Indochine,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,,,,,,,,,,0,0,0,,
cherifiennemines,Société Chérifienne des Mines,,1,1,Maroc,Maroc,Mines,,,,1947,,,6.800.000 francs,,"Rabat, 2, rue de Sfax",0,0,0,,
cherifiennesouss,Société Chérifienne du Souss,,1,1,Maroc,Maroc,Commerce,,Agadir,,1930,,,,,AGADIR,0,0,0,,
cherifienneaffichage,Société Chérifienne d’Affichage,,1,1,Maroc,Maroc,"Imprimerie, presse, édition",,Casablanca,,,,,,,"est établi 57, boulevard de la Gare, dans les bureaux de",0,0,0,,
cherifiennehoteliereimmobilierefinanciere,"Société Chérifienne, Hôtelière, Immobilière et Financière",,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,Casablanca,,,,,,,"Casablanca, Hôtel Excelsior, place de France",0,0,0,,
civileimmobilierecochinchinesaigon61ruepellerin,"Société Civile Immobilière de Cochinchine, Saïgon, 61, rue Pellerin",SCIC,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,,,,,,96.000 $,1946,"de la société, 61, rue Pellerin",0,0,0,,
cochinchinoiseplantationsheveasmyhoa,"Société Cochinchinoise de Plantations d'hévéas, My-Hoa",,1,1,Inde et Indochine; Indochine,Indochine,Héveas et caoutchouc,,,,,,,,,,0,0,0,,
cochinchinoisetabacssumatra,Société Cochinchinoise de tabacs de Sumatra,,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,1897,,,75.000 piastres,1897,,0,0,0,,
colonialeagricolecommercialeindustrielle,Société Coloniale Agricole Commerciale et Industrielle,SCACI,1,1,Afrique occidentale francaise,Côte d'Ivoire,"Agro-alimentaire; Agro-alimentaire, cultures industrielles",,,,,,,4.000.000 francs,1944,"MANÉAH, CERCLE DE CONAKRY",0,0,0,,
colonialecultureimportation,Société Coloniale Française de Culture et d’importation,,1,1,Empire (transversal),,Sociétés commerciales transcoloniales,,Paris,,1927,1935,,2.400.000 francs,1935,"63, av. Champs-Élysées",0,0,0,,
colonialeentreprises,Société Coloniale d'Entreprises,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,Tourane; Nhatrang,,,,,2.600 piastres,1936,"98, quai de Bellevue à Phanthiêt",0,0,0,,
colonialeplantationsculturesmadagascarparis,"Société Coloniale de Plantations et cultures à Madagascar, Paris. Puis France-Madagascar",,1,1,Madagascar et Djibouti,Madagascar,Industries agro-alimentaires,,,S.A,1914,,,300.000 fr.,1929,"était à Paris, 8, rue Drouot, pour cause d'insuffisance d'actif",0,0,0,,
colonialecomptoirsbergougnan,Société Coloniale des Comptoirs Bergougnan,,1,1,Afrique occidentale francaise,Guinée Conakry,Commerce,,,,,,,,,"de la société est à Paris, 32, rue Caumartin",0,0,0,,
commercialefrancoafricainecharbonnage,Société Commerciale Franco-Africaine de Charbonnage,,1,1,Algerie,Algérie,Commerce,,Alger,,,,,,,"Alger, 21, bd Carnot",0,0,0,,
commercialemediterraneenne,Société Commerciale Méditerranéenne,,1,1,Algerie; Empire (transversal),,Groupes industriels transcoloniaux; Industries chimiques,,Marseille; Paris,,1915,1917,,4.000.000 francs,1920,"Paris, rue de Marignan, no 6",0,0,0,,
commercialeagricoleindochinoisekompongspeu,"Société Commerciale agricole indochinoise, Kompong Speu",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,,,,,,100.000 piastres,1927,Phnom-Penh,0,0,0,,
commercialeimportationexportationtonkin,Société Commerciale d'importation et d'exportation du Tonkin,SCIET,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,Hanoï,,1925,1928,,37.500 piastres,1928,"de la Société, 27, bd Rollandes",0,0,0,,
commercialecharbonnagesentreprisesmaritimes,Société Commerciale de Charbonnages et d’entreprises maritimes,,1,1,Algerie,Algérie,Commerce,,Bône,,,,,,,": Paris, 28, r. de Châteaudun",0,0,0,,
commercialecasamance,"Société Commerciale de la Casamance, puis Commerciale Soller",,1,1,Afrique occidentale francaise,Sénégal,Commerce,,,,1901,,,,,"est établi à Paris, 64, rue Turbigo",0,0,0,,
commercialecolonsalgeriens,Société Commerciale des Colons algériens,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Constantine,,,,,,,"CONSTANTINE, 10, rue Rohault-de-Fleury",0,0,0,,
commercialeproduitsafricains,Société Commerciale des Produits africains,,1,1,Afrique occidentale francaise,Côte d'Ivoire,Commerce,,Bouaké,,1927,,,,,Bouaké (Côte-d’Ivoire),0,0,0,,
commercialeproduitsafrique,Société Commerciale des Produits d'Afrique,,1,1,Afrique occidentale francaise,Côte d'Ivoire,Commerce,,Bouaké,,1928,,,1.100.000 francs,,est fixé à Bouaké (Côte d’ivoire),0,0,0,,
commercialedahomey,Société Commerciale du Dahomey,,1,1,Afrique occidentale francaise,Dahomey (Bénin),,,,,1926,1930,,1.000.000 fr.,1927,"est à Paris, 24",0,0,0,,
commercialesudalgerien,Société Commerciale du Sud-Algérien,,1,1,Algerie,Algérie,Commerce,,Paris; Marseille,,,,,25.000 francs,1931,"transféré à Marseille, 74, chemin de Sainte-Marthe. — An. S",0,0,0,,
commercialeindustriellecongo,Société Commerciale et Industrielle du Congo français,,1,2,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Sociétés commerciales; Sociétés diverses,,,,1897,1899,,,,"Paris, no 20, rue Saint-Georges, a adopté les résolutions",3,0,0,1899,1899
commercialeindustriellepacifique,Société Commerciale et industrielle du Pacifique,,1,1,Empire (transversal),,Sociétés commerciales transcoloniales,,Le Havre,,,,,1.000.000 fr.,,Le Havre,0,0,0,,
concessionnaireminesouenza,Société Concessionnaire des mines d'Ouenza,,1,2,Algerie,Algérie,Mines et carrières,Müller (Wm H.) : Rotterdam,,,,,,3.500.000 francs,1923,"PARIS, 98, rue de la Victoire. Téléph. Gutenberg 35-21",0,0,0,,
congolaiseentreprisesmaritimes,Société Congolaise d’Entreprises maritimes,,1,1,Afrique equatoriale francaise,Gabon,Transports,,Port-Gentil,S.A,1947,,,12.000.000 francs,,"est à Port-Gentil (Gabon), A. E. F., et aux présents effets",0,0,0,,
constructionsindustrielles,Société Constructions Industrielles,,0,2,Empire (transversal); Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique; Groupes financiers transcoloniaux",,,,,,,,,,0,0,0,,
continentalecombustibles,Société Continentale des Combustibles,,1,1,Algerie,Algérie,Commerce,,Alger,,,,,,,"Alger, 1, r. Littré",0,0,0,,
cooperativeagricolebolovens,Société Coopérative agricole des Bolovens,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,Laos,,,,,,,,0,0,0,,
cordlex,Société Cordlex,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
cotonnierebonoise,Société Cotonnière Bônoise,,1,2,Algerie; Empire (transversal),Algérie,Groupes financiers transcoloniaux; Industries agro-alimentaires,,,,,,,,,"Bône, 9, r. du Cne-Genova",0,0,0,,
cotonniereindustriellemalam,Société Cotonnière et Industrielle de Malam,CIM,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,,,,0,0,0,,
cotte,Société Cotte,,0,3,Indochine,Indochine,Cuirs et textiles; Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
dauphinoiseconstructionsmecaniquesmachinestextilesbourgoin,"Société Dauphinoise de constructions mécaniques, machines textiles, Bourgoin",,1,1,Empire (transversal),,Groupes financiers transcoloniaux,SFFC-SOFFO : filiales et participations métropolitaines,,,,,,3.500.000 fr.,1924,"été transféré de Bourgoin (Isère) à Paris, 96 bis, boulevard Haussmann",0,0,0,,
deros,Société Deros,,0,1,Empire (transversal),,Transports maritimes,,,,,,,,,,0,0,0,,
descours,Société Descours,,0,4,Indochine,Indochine,"Commerce; Documents généraux (par ordre chronologique); Métallurgie, constructions mécaniques, électriques, navales",,,,,,,,,,0,0,0,,
deves,Société Devès,,0,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
distilleriesmarocaines,Société Distilleries marocaines des,,1,1,Maroc,Maroc,Industries agro-alimentaires,,Rabat,,,,,,,"Rabat, 15, r. Ouraqui",0,0,0,,
djidjellienneelectricite,Société Djidjellienne d'Électricité,,1,1,Algerie,Algérie,"Eau, gaz, électricité (Utilities)",,,,,,,,,"est à Djidjelli, rue Gadaigne",0,0,0,,
eraoulduval,Société E. Raoul-Duval,,0,2,Madagascar et Djibouti; Pacifique,Madagascar; Nouvelles-Hébrides (Mélanésie),Entreprises diverses; Industries,,,,,,,,,,0,0,0,,
entrepriseeuropafrica,Société Entreprise Europafrica,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
exploitationviandemadagascar,Société Exploitation de la viande à Madagascar,SEVIMA,1,1,Madagascar et Djibouti,Madagascar,Industries agro-alimentaires,,,,1953,,,30..000.000 fr.,1954,"est à Tananarive, Soanierana. Il peut être transféré ailleurs",0,0,0,,
exploitationforestiereagricole,Société Exploitation forestière et agricole,,1,1,Afrique equatoriale francaise,Gabon,Industrie,,Libreville,,1951,,,2.000.000 francs,,— Succursales. — Le siège social est fixé à Libreville (Gabon),0,0,0,,
export,Société Export,,0,1,Indochine,Indochine,"Bois, meubles, papier, allumettes",,,,,,,,,,0,0,0,,
faurefreres,Société Faure frères,,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
fermiereelectriquesousse,Société Fermiere de la Compagnie électrique de Sousse,,1,1,Tunisie,Tunisie,"Eau, gaz, électricité (Utilities)",,,,,,,,,"SOUSSE, 5, r. Volta",0,0,0,,
fermieresourcesmineralesoulmesetat,Société Fermière des Sources minérales Oulmès-État,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
fiduciaireindochinesaigonsuivilistecommissairescomptesagreesindochine,"Société Fiduciaire d'Indochine, Saïgon. Suivi de la liste des commissaires aux comptes agréés en Indochine",SFI,1,1,Inde et Indochine; Indochine,Indochine,"Banque, gérance, assurances…",,,S.A,1930,,,,,,0,0,0,,
financierefrancobelgecolonisation,Société Financière Franco-Belge de Colonisation,,1,4,Empire (transversal); Maroc,Maroc,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Mines; Pétrole et gaz,,Bruxelles,,1929,,,,,"60, rue Royale, à Bruxelles, le 1er juillet 1930",0,0,0,,
financiereindustriellecoloniale,Société Financière Industrielle et Coloniale,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,Paris,,1929,1938,,,,"20. rue de Madrid, à Paris",0,0,0,,
financieretransportsentreprisesindustrielles,Société Financière de Transports et d'entreprises industrielles,,1,1,Empire (transversal),,"Eau et assainissement, électricité (utilities)",,Bruxelles,,1898,1964,,,,,0,0,0,,
financierecambodge1957,"Société Financière du Cambodge, S.A., 1957",,1,1,Inde et Indochine; Indochine,Indochine,"Banque, gérance, assurances…",,,,,,,,,Paris,0,0,0,,
financiereminiereextremeorient,Société Financière et Minière d'Extrême-Orient,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,,0,0,0,,
fininduscommissairescomptesmmlafollye,Société Finindus. Commissaires aux comptes: MM..Lafollye,,0,1,Tunisie,Tunisie,Mines,,,,,,,,,,0,0,0,,
foncierecaledonienne,Société Foncière Calédonienne,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,Paris; Nouméa,,1874,1877,,1.200.000 fr.,1886,"Paris, boulevard",0,0,0,,
foncierefrancotunisienne,Société Foncière Franco-Tunisienne,,1,2,Tunisie,Tunisie,Sociétés foncières et immobilières,,Paris,,1897,,,,,"est fixé à Paris, 16, rue de Londres",0,0,0,,
foncieregarantiecredit,Société Foncière de Garantie et de crédit,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,Paris,,1931,1934,,1.000.000 francs,1924,était rue de la Bienfaisance,0,0,0,,
fonciereouedzargua,Société Foncière de l'Oued-Zargua,,1,1,Tunisie,Tunisie,Industries agro-alimentaires,,,,1889,1904,,,,"Paris, , avenue de Clichy",0,0,0,,
fonciereainelkadous,Société Foncière d’Aïn-el-Kadous,,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,Casablanca,,,,,,,": Casablanca, 4, r. de Charmes",0,0,0,,
fonciereimmobilieremaisoncarree,Société Foncière et Immobiliere de Maison-Carrée,,1,1,Algerie,Algérie,Foncières et immobilières,,,,,,,,,"est à Alger, boulevard Carnot, no 3, deux parcelles de terrain de la contenance",0,0,0,,
forestiereimportation,Société Forestière d'importation,,1,1,Inde et Indochine; Indochine,Indochine,"Bois, meubles, papier, allumettes",,,,1901,1903,,,,"est à Paris, 128, rue de Rivoli",0,0,0,,
forestiereliegeouvreouedeloueb,"Société Forestière du Liège ouvré, Oued-el-Oueb",,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,,,1932,1954,,600.000 fr.,1932,,0,0,0,,
franceguyaneguyanaiseelevage,Société France-Guyane. Cie Guyanaise d'élevage,,0,1,Antilles-Guyane,Guyane française,Documentation générale,,,,,,,,,,0,0,0,,
franceguyanecolonialetonnellerie,Société France-Guyane. Cie coloniale de tonnellerie,,0,1,Antilles-Guyane,Guyane française,Documentation générale,,,,,,,,,,0,0,0,,
francemaroc,Société France-Maroc,,0,1,Empire (transversal),,Sociétés commerciales transcoloniales,,,,,,,,,,0,0,0,,
francesenegal,Société France-Sénégal,,1,1,Afrique occidentale francaise,Sénégal,Commerce,,Dakar,S.A,1927,,,1.000.000 francs,1947,"1, boulevard Pinet-Laprade à Dakar, à l’effet",0,0,0,,
francoafricainepatesalfa,Société Franco-Africaine des Pâtes d'alfa,,1,1,Algerie; Tunisie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…; Industries diverses",,,,1904,1920,,300.000 francs,1911,"19, Vienne. — Capital porté de 250.000 fr. à",0,0,0,,
francoalgeriennecarburants,Société Franco-Algérienne des Carburants,,1,1,Algerie,Algérie,Commerce,,,S.A,1922,,,,,"Alger, 109 et 111, rue de Constantine",0,0,0,,
francoanglaiserecherchespetroliferes,"Société Franco-Anglaise de Recherches pétrolifères, puis Franco-Anglaise de Participations industrielles et financières",,1,1,Empire (transversal),,Groupes financiers transcoloniaux,"Consortium du Nord : participation dans Poliet et Chausson (intérêts en Tunisie, au Maroc et au Sénégal) et contrôle du Domaine de Potinville (Tunisie)",,,1917,,,3.200.000 francs,1926,Bruxelles et,0,0,0,,
francobelgesenegalniger,Société Franco-Belge du Sénégal et du Niger,,1,1,Afrique occidentale francaise,Sénégal,Commerce,,Dakar,,1926,1928,,5.000.000 francs,,BRUXELLES,0,0,0,,
francoespagnoleminesomniumalgeriemarocparissaintsebastienberkane,"Société Franco-Espagnole de Mines, Omnium d'Algérie-Maroc, Paris, Saint-Sébastien Berkane",,1,1,Maroc,Maroc,Mines,,,,1912,1923,,,,"Saint-Sébastien (Espagne), est, à partir du 7 décembre 1912, abonnée au timbre pour",0,0,0,,
francoindochinoisepubliciteedition,Société Franco-Indochinoise de Publicité et d'édition,,1,1,Inde et Indochine; Indochine,Indochine,"Imprimerie, presse, édition",,Paris,S.A,1930,,,,,rue de l’Arc-de-,0,0,0,,
francotonkinoiseimportationexportation,Société Franco-Tonkinoise d’Importation et d’exportation,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Hanoï,,1888,1891,,,,"est à Paris, rue Mayran, 6",0,0,0,,
francotunisienneimmobiliereagricolecommerciale,"Société Franco-Tunisienne Immobilière, Agricole et Commerciale",,1,1,Tunisie,Tunisie,Sociétés foncières et immobilières,,Tunis,,,,,,,"Tunis, 41, r. Es-Sadikia",0,0,0,,
francotunisienneentreprisestravauxmetalliques,Société Franco-Tunisienne d’Entreprises et de travaux métalliques,,1,1,Tunisie,Tunisie,Industries diverses,,Tunis,,,,,,,": Tunis, av. Jules-Ferry",0,0,0,,
francoalgeriennewagonsfoudres,Société Franco-algérienne des Wagons-foudres,,1,1,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",,Alger,,,,,,,"Alger, 24, bd Carnot",0,0,0,,
francoannamite,Société Franco-annamite,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
francoannamiteexploitationagricoleouestcochinchinois,Société Franco-annamite d'exploitation agricole de l’Ouest cochinchinois,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
francobelgematerielcheminferraismes,"Société Franco-belge de matériel de chemin de fer, Raismes",,1,1,Empire (transversal),,Groupes financiers transcoloniaux,SFFC-SOFFO : filiales et participations métropolitaines,,S.A,1881,,1881-10-12,64.107 fr.,1895,"à Paris. 5, rue La-Boétie, a",0,0,0,,
franconeerlandaiseplantationsjava,Société Franco-néerlandaise des plantations de Java,,1,1,Inde et Indochine; Indochine,Java et Sumatra (Indes néerlandaises),Plantations à participation française,,,,,,,,,"Amsterdam, 5, Eggerstraat. — Adresse télégraphique : Wilde",0,0,0,,
francoethiopiennecommercesel,"Société Franco-Éthiopienne pour le Commerce du sel, puis Italo-Française pour le Commerce du sel",,1,1,Madagascar et Djibouti,Djibouti,Sociétés,,,,1930,,,4.000.000 francs,,DANS UNE COLONIE FRANÇAISE. — MONNAIE ET PAIEMENT. — INDEMNITÉ,0,0,0,,
camerounnigeria,Société Française Cameroun-Nigeria,,1,1,Afrique equatoriale francaise,Cameroun,industries agro-alimentaires,,,,,,,2.000.000 francs,,BORDEAUX,0,0,0,,
foncieretanger,Société Française Foncière de Tanger,,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,,,,,,,,à Tanger,0,0,0,,
immobilieremadagascar,Société Française Immobilière de Madagascar,,1,1,Madagascar et Djibouti,Madagascar,Foncier et immobilier,,,,1897,1906,,120.000 francs,1897,"Paris, 39, rue de Valois, et M. Jean-Marie-Louis-Fernand Pagès",0,0,0,,
entreprisescoloniales,Société Française d'Entreprises coloniales,,1,1,Empire (transversal),,Transports maritimes,,Paris,,1884,,,300.000 francs,1888,"est à Paris, rue",0,0,0,,
entreprisesegypte,Société Française d'Entreprises en Égypte,,1,1,Proche-Orient,Égypte,,,,,1907,1911,,30 millions francs,1907,Paris),0,0,0,,
etudesexplorationsmadagascar,Société Française d'Études et d’explorations à Madagascar,,1,1,Madagascar et Djibouti,Madagascar,Transports terrestres et garages,,,,1897,,,500.000 fr.,1897,"51, rue de Ponthieu, Paris. [cette adresse est celle de la Société française",0,0,0,,
navigationtunisienne,Société Française de Navigation tunisienne,,1,1,Tunisie,Tunisie,Transports maritimes et aériens,,,,,,,,,,0,0,0,,
guineeaurifere,Société Française de la Guinée aurifère,,1,1,Afrique occidentale francaise,Guinée Conakry,Mines,,,,1908,1909,,200.000 fr.,1908,"est à Paris, 25, rue Le-Peletier",0,0,0,,
petrolelimited,Société Française de pétrole Limited,,1,1,Afrique equatoriale francaise; Afrique occidentale francaise,Côte d'Ivoire,Mines,,Londres,,1905,,,,,"est à Londres, Dashwood House, 9, New Broad",0,0,0,,
transportsconstructionlocationpoussepousse,"Société Française de transports, construction et location de pousse-pousse",,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales; Transports terrestres et garages",,Hanoï,,,,,,,,0,0,0,,
kitsamby,Société Française du Kitsamby,,1,1,Madagascar et Djibouti,Madagascar,Mines,,,,1908,1909,,120.000 fr.,1908,"est à Paris, 20, rue de l’Arcade",0,0,0,,
frey,Société Frey,,0,1,Proche-Orient,Syrie-Liban,Sociétés diverses,,,,,,,,,,0,0,0,,
frigorifiquetunis,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",,1,1,Tunisie,Tunisie,Industries agro-alimentaires,,,,1925,,,,,"Tunis, 14, r. d’Espagne",0,0,0,,
fecampoisenavigationarmement,Société Fécampoise de Navigation et d'armement,SFN,1,1,Algerie,Algérie,Transports maritimes et aériens,,Alger; Oran,,,,,,,,0,0,0,,
germain,Société Germain,,0,1,Empire (transversal),,Groupes industriels transcoloniaux,,,,,,,,,,0,0,0,,
gillet,Société Gillet,,0,1,Empire (transversal),,Groupes industriels transcoloniaux,,,,,,,8.000.000 fr.,1938,,0,0,0,,
grandsbazarsparisiensindochine,Société Grands Bazars parisiens d'Indo-Chine,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Paris; Saïgon; Haïphong; Hanoï; Tourane; Pnom-penh,,,,,150.000 francs,1898,,0,0,0,,
gruber,Société Gruber,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
guineennerecherches,Société Guinéenne de recherches,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
belgeentrepriseselectriques,Société Générale Belge d'Entreprises électriques,SGBEE,1,1,Empire (transversal),,"Eau et assainissement, électricité (utilities)",,,,1895,1929,,16 millions francs,1912,"Bruxelles, 156, r. Royale",0,0,0,,
belgecheminsfereconomiques,Société Générale Belge des Chemins de fer économiques,,1,1,Empire (transversal),,"Eau et assainissement, électricité (utilities)",,,,1880,1929,1874-08-14,,,,0,0,0,,
irrigationfavoriserdeveloppementagricultureindochine,Société Générale d'Irrigation pour favoriser le développement de l’agriculture en Indo-Chine,,1,1,Inde et Indochine; Indochine,Indochine,"Hydraulique agricole, irrigations (du nord au sud)",,,,1901,1907,,,,"qui était auparavant 2, rue de Phalsbourg. à Paris, a été transféré 165, rue de",0,0,0,,
electricitebamakosegou,"Société Générale d'électricité, Bamako, Ségou",,1,1,Afrique occidentale francaise,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,,,,,,,300.000 francs,1954,"Bamako, rue du Général-Trentinian",0,0,0,,
futailles,Société Générale de Futailles,,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,Paris; Oran; Alger,,,,,,,"Arzew, province d'Oran",0,0,0,,
ouestfrancoafricain,Société Générale de l’Ouest franco-africain,,1,1,Afrique occidentale francaise,Sénégal,Transports,,,,1900,,,500.000 francs,1899,"est à Paris, 80, rue Taitbout, avec",0,0,0,,
mineraisliege,"Société Générale des Minerais, Liège",,1,1,Empire (transversal),,Groupes miniers transcoloniaux,,,,1919,,,,,"est à Paris, 99, rue des Petits-Champs, a décidé de porter",0,0,0,,
minescaledonie,Société Générale des Mines de la Nouvelle-Calédonie,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,S.A,1889,,,,,"23, rue Matignon, Paris",0,0,0,,
petrolesfrancoalgeriens,Société Générale des Pétroles franco-algériens,,1,1,Algerie,Algérie,Pétrole et gaz,,,,1892,1903,,,,,0,0,0,,
souss,Société Générale du Souss,SOGES,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,1947,,,,,,0,0,0,,
industrieexploitationlieges,Société Générale pour l'industrie et l'exploitation des lièges,,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,Bougie; Marseille,,1912,1920,,"360,000 francs",1920,"25, quai des Belges, Marseille",0,0,0,,
hagenfreres,Société Hagen frères,,0,1,Empire (transversal),,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
hermes,Société Hermès,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,2,0,0,1955,1955
horticolearboricolemarocaine,Société Horticole et Arboricole Marocaine,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,,,: CASABLANCA-AVIATION,0,0,0,,
immobiliereagricolemarocaine,Société Immobiliere et Agricole Marocaine,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,,,": Casablanca, bd Circulaire",0,0,0,,
immobilierecourtinat,Société Immobilière A. Courtinat,,1,2,Inde et Indochine; Indochine,Indochine,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,,Saïgon,,1930,,,400.000 piastres,1935,social,0,0,0,,
immobilierealgeroise,Société Immobilière Algéroise,,1,1,Algerie,Algérie,Foncières et immobilières,,Alger,,,,,,,"Alger, 14, r. Lulli",0,0,0,,
immobilierecoloniale,Société Immobilière Coloniale,,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,Paris,,1912,,,500.000 fr.,1912,"6, rue",0,0,0,,
immobiliereitalo,Société Immobilière Italo-Française,,1,1,Tunisie,Tunisie,Sociétés foncières et immobilières,,,,,,,,,"Paris, 5, r. Scribe",0,0,0,,
immobilierekissmoulouyaberkane,"Société Immobilière Kiss-Moulouya, Berkane",,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,,S.A,1932,,,130.000 francs,,Berkane (Maroc),0,0,0,,
